vtkOriginalIndices,Heat[W/m^3],Points:0,Points:1,Points:2,__vtkIsSelected__
564,532683,0.111,0.0887964,0.103344,0
565,300054,0.111,0.114363,0.097117,0
566,324262,0.111,0.114711,0.098045,0
567,1.28E+07,0.111,0.09975,0.1008,0
568,5.02E+06,0.111,0.0928695,0.101642,0
569,1.13E+07,0.111,0.106635,0.0989818,0
570,164118,0.111,0.094123,0.090799,0
571,2.56E+06,0.111,0.106467,0.102173,0
572,2.74E+06,0.111,0.10643,0.102105,0
573,2.49E+06,0.111,0.106252,0.102194,0
574,1.01E+07,0.111,0.107851,0.101146,0
575,1.16E+07,0.111,0.107784,0.101041,0
576,1.10E+07,0.111,0.107678,0.101056,0
577,317931,0.111,0.114927,0.099012,0
578,1.28E+07,0.111,0.10225,0.1008,0
579,641877,0.111,0.108931,0.10395,0
580,1.04E+07,0.111,0.0987505,0.100948,0
581,1.19E+06,0.111,0.111773,0.10131,0
582,1.05E+06,0.111,0.112014,0.101282,0
583,1.35E+06,0.111,0.111759,0.101131,0
584,1.08E+07,0.111,0.0930108,0.101006,0
585,1.13E+07,0.111,0.0929559,0.101,0
586,143687,0.111,0.0926106,0.0924685,0
587,187320,0.111,0.0934945,0.0931309,0
588,134473,0.111,0.0930531,0.092222,0
589,751273,0.111,0.0949189,0.103704,0
590,788683,0.111,0.094632,0.103623,0
591,2.18E+06,0.111,0.107522,0.102399,0
592,2.58E+06,0.111,0.107633,0.10224,0
593,3.45E+06,0.111,0.107058,0.10191,0
594,1.63E+06,0.111,0.101096,0.102516,0
595,2.00E+06,0.111,0.101026,0.102323,0
596,275614,0.111,0.0939704,0.105744,0
597,296612,0.111,0.0941587,0.105583,0
598,305053,0.111,0.0940556,0.105525,0
599,1.49E+07,0.111,0.10625,0.0992,0
600,1.30E+07,0.111,0.0995,0.0992,0
601,1.46E+06,0.111,0.0971999,0.102719,0
602,1.18E+06,0.111,0.0972641,0.102985,0
603,1.23E+06,0.111,0.0974438,0.102923,0
604,837804,0.111,0.0977699,0.103524,0
605,1.05E+06,0.111,0.0980911,0.103157,0
606,880250,0.111,0.0976669,0.103441,0
607,252815,0.111,0.100627,0.0937997,0
608,260634,0.111,0.100354,0.0939021,0
609,276436,0.111,0.1004,0.0940395,0
610,1.41E+07,0.111,0.10575,0.0992,0
611,1.44E+07,0.111,0.106,0.0992,0
612,9.25E+06,0.111,0.105867,0.0989113,0
613,1.29E+07,0.111,0.0965,0.1008,0
614,1.15E+07,0.111,0.096756,0.100985,0
615,1.21E+07,0.111,0.0967876,0.100923,0
616,8.00E+06,0.111,0.0910077,0.098574,0
617,8.61E+06,0.111,0.101855,0.0989335,0
618,9.15E+06,0.111,0.102189,0.0989578,0
619,9.95E+06,0.111,0.1021,0.0990068,0
620,273627,0.111,0.0973025,0.105768,0
621,221506,0.111,0.09713,0.106312,0
622,1.30E+07,0.111,0.09825,0.0992,0
623,130621,0.111,0.0989251,0.107836,0
624,320562,0.111,0.10568,0.0944768,0
625,326402,0.111,0.106379,0.0945508,0
626,369759,0.111,0.106278,0.0948469,0
627,380984,0.111,0.0956367,0.0948669,0
628,394472,0.111,0.095979,0.0949092,0
629,4.98E+07,0.111,0.0899593,0.100679,0
630,5.11E+07,0.111,0.09,0.1008,0
631,5.44E+07,0.111,0.09,0.100688,0
632,116308,0.111,0.107021,0.0919202,0
633,198855,0.111,0.107753,0.091439,0
634,233778,0.111,0.106823,0.091094,0
635,1.06E+06,0.111,0.106246,0.103233,0
636,1.06E+06,0.111,0.105562,0.103195,0
637,934430,0.111,0.105649,0.10343,0
638,900303,0.111,0.106284,0.103527,0
639,817430,0.111,0.105815,0.0963413,0
640,632570,0.111,0.105331,0.0958815,0
641,946132,0.111,0.105137,0.0965435,0
642,878559,0.111,0.105027,0.0963832,0
643,1.28E+07,0.111,0.09875,0.0992,0
644,154410,0.111,0.100545,0.107274,0
645,1.44E+06,0.111,0.102593,0.0972247,0
646,2.79E+06,0.111,0.0977028,0.101959,0
647,2.15E+06,0.111,0.0978814,0.102217,0
648,505600,0.111,0.0995767,0.104493,0
649,127520,0.111,0.102297,0.107872,0
650,109630,0.111,0.102673,0.108389,0
651,121296,0.111,0.103048,0.107992,0
652,976810,0.111,0.104958,0.0965886,0
653,813317,0.111,0.10428,0.0963509,0
654,993346,0.111,0.104416,0.0966642,0
655,916648,0.111,0.104894,0.0964855,0
656,261946,0.111,0.107994,0.0942037,0
657,231967,0.111,0.107404,0.0938678,0
658,1.02E+07,0.111,0.103769,0.101027,0
659,365503,0.111,0.108982,0.104762,0
660,4.81E+06,0.111,0.0994876,0.0985219,0
661,6.77E+06,0.111,0.0995566,0.0987767,0
662,1.25E+07,0.111,0.10425,0.1008,0
663,9.28E+06,0.111,0.104072,0.101038,0
664,6.17E+06,0.111,0.1002,0.101248,0
665,5.89E+06,0.111,0.100426,0.101308,0
666,8.47E+06,0.111,0.100331,0.101106,0
667,1.27E+06,0.111,0.108387,0.102996,0
668,5.52E+06,0.111,0.0937619,0.101422,0
669,3.07E+06,0.111,0.0937218,0.101999,0
670,3.28E+06,0.111,0.0938943,0.101924,0
671,470128,0.111,0.0949414,0.10455,0
672,2.32E+06,0.111,0.0933584,0.102356,0
673,2.71E+06,0.111,0.0938269,0.102118,0
674,2.00E+06,0.111,0.0933879,0.102474,0
675,957457,0.111,0.0969576,0.0966456,0
676,1.41E+06,0.111,0.0966837,0.0971737,0
677,1.15E+06,0.111,0.0970141,0.0969121,0
678,557111,0.111,0.0956311,0.0956652,0
679,640150,0.111,0.0955993,0.0958827,0
680,1.30E+07,0.111,0.104,0.1008,0
681,279807,0.111,0.0942528,0.105733,0
682,1.06E+07,0.111,0.110495,0.100756,0
683,1.98E+07,0.111,0.110201,0.100657,0
684,1.94E+07,0.111,0.110219,0.100739,0
685,1.19E+07,0.111,0.110444,0.100594,0
686,1.23E+07,0.111,0.107833,0.100977,0
687,559100,0.111,0.0958291,0.0956633,0
688,1.02E+07,0.111,0.107439,0.101048,0
689,5.66E+06,0.111,0.107499,0.101544,0
690,3.03E+07,0.111,0.1095,0.0992,0
691,9.39E+06,0.111,0.105716,0.101069,0
692,981064,0.111,0.0958473,0.103334,0
693,230899,0.111,0.108075,0.0939355,0
694,155734,0.111,0.107783,0.0928015,0
695,9.75E+06,0.111,0.0926504,0.0989137,0
696,8.47E+06,0.111,0.0925114,0.0987662,0
697,1.06E+07,0.111,0.0925079,0.0989197,0
698,3.46E+06,0.111,0.0931421,0.0981075,0
699,4.77E+06,0.111,0.0931169,0.0984111,0
700,4.90E+06,0.111,0.0935108,0.0984143,0
701,4.83E+06,0.111,0.0980833,0.0985396,0
702,7.24E+06,0.111,0.0981352,0.0988016,0
703,5.56E+06,0.111,0.0982791,0.0986798,0
704,876074,0.111,0.089537,0.096987,0
705,4.21E+06,0.111,0.108327,0.101858,0
706,3.70E+06,0.111,0.108621,0.102025,0
707,5.21E+06,0.111,0.108578,0.101693,0
708,1.46E+07,0.111,0.0935,0.0992,0
709,1.55E+07,0.111,0.09325,0.0992,0
710,110372,0.111,0.0968687,0.0912975,0
711,156360,0.111,0.097034,0.090197,0
712,281822,0.111,0.0977569,0.0941272,0
713,361937,0.111,0.0984629,0.0947845,0
714,267278,0.111,0.102153,0.0940184,0
715,273075,0.111,0.102133,0.0940853,0
716,270302,0.111,0.102195,0.0940655,0
717,1.00E+07,0.111,0.0982318,0.101008,0
718,7.52E+06,0.111,0.0984697,0.101089,0
719,2.01E+06,0.111,0.0946195,0.0975701,0
720,2.05E+06,0.111,0.0945973,0.0975985,0
721,1.24E+07,0.111,0.107059,0.100999,0
722,1.61E+07,0.111,0.107,0.1008,0
723,1.48E+07,0.111,0.10675,0.1008,0
724,2.08E+06,0.111,0.111616,0.0999473,0
725,2.40E+06,0.111,0.111532,0.0999136,0
726,3.86E+06,0.111,0.111118,0.100252,0
727,4.12E+06,0.111,0.111056,0.100138,0
728,198653,0.111,0.104092,0.093273,0
729,232250,0.111,0.104123,0.0936905,0
730,2.17E+06,0.111,0.0958854,0.0976143,0
731,2.84E+06,0.111,0.095895,0.0979901,0
732,2.52E+06,0.111,0.0960673,0.0978573,0
733,1.20E+06,0.111,0.0968743,0.103012,0
734,1.15E+06,0.111,0.0967141,0.103069,0
735,1.04E+06,0.111,0.0967404,0.103186,0
736,4.98E+06,0.111,0.0891701,0.100879,0
737,7.81E+06,0.111,0.104393,0.101125,0
738,6.93E+06,0.111,0.110351,0.0996807,0
739,7.96E+06,0.111,0.110443,0.0996362,0
740,1.18E+07,0.111,0.11033,0.0995765,0
741,1.24E+07,0.111,0.0985,0.0992,0
742,3.69E+07,0.111,0.09,0.0992,0
743,2.89E+07,0.111,0.089791,0.0991491,0
744,2.03E+07,0.111,0.0897909,0.0993576,0
745,104402,0.111,0.100911,0.0910456,0
746,113519,0.111,0.10082,0.0908904,0
747,104024,0.111,0.100742,0.0910321,0
748,340077,0.111,0.0971439,0.0946181,0
749,290947,0.111,0.104517,0.105571,0
750,1.20E+07,0.111,0.10275,0.1008,0
751,8.13E+06,0.111,0.102664,0.101068,0
752,8.23E+06,0.111,0.102914,0.101082,0
753,1.87E+06,0.111,0.0915563,0.0973534,0
754,813276,0.111,0.0923272,0.0962252,0
755,1.28E+06,0.111,0.0921125,0.0968709,0
756,417446,0.111,0.109793,0.104303,0
757,329145,0.111,0.110463,0.104456,0
758,578236,0.111,0.110156,0.103731,0
759,571709,0.111,0.11034,0.103717,0
760,208946,0.111,0.111464,0.0949281,0
761,197727,0.111,0.111513,0.0946755,0
762,193535,0.111,0.111346,0.0946958,0
763,1.22E+07,0.111,0.103,0.1008,0
764,195418,0.111,0.103034,0.0931616,0
765,1.38E+06,0.111,0.100138,0.0971921,0
766,1.00E+06,0.111,0.0999309,0.0967663,0
767,1.31E+06,0.111,0.0996869,0.0971092,0
768,393984,0.111,0.0919659,0.0951508,0
769,3.81E+06,0.111,0.0979498,0.0983177,0
770,2.47E+06,0.111,0.0982397,0.0978639,0
771,2.24E+06,0.111,0.0982414,0.0977964,0
772,2.77E+06,0.111,0.0978938,0.0980271,0
773,198883,0.111,0.102964,0.0932236,0
774,1.25E+07,0.111,0.0933823,0.100963,0
775,1.47E+06,0.111,0.109781,0.102754,0
776,1.69E+06,0.111,0.109997,0.102607,0
777,3.17E+06,0.111,0.0949627,0.0980825,0
778,325289,0.111,0.101247,0.105386,0
779,343661,0.111,0.101273,0.105246,0
780,168509,0.111,0.109399,0.106326,0
781,253253,0.111,0.109282,0.105451,0
782,182101,0.111,0.109146,0.106242,0
783,260256,0.111,0.10897,0.105451,0
784,193258,0.111,0.0937699,0.106474,0
785,216430,0.111,0.0934271,0.106162,0
786,241535,0.111,0.110118,0.105282,0
787,239615,0.111,0.110116,0.105304,0
788,4.46E+06,0.111,0.0992731,0.0984468,0
789,1.13E+06,0.111,0.0983504,0.103002,0
790,723457,0.111,0.0983547,0.103693,0
791,1.11E+07,0.111,0.0993758,0.100908,0
792,9.18E+06,0.111,0.107277,0.101165,0
793,1.09E+07,0.111,0.107069,0.101086,0
794,1.16E+07,0.111,0.107149,0.101012,0
795,159381,0.111,0.100537,0.107145,0
796,344850,0.111,0.0862042,0.1,0
797,280838,0.111,0.0859251,0.0997192,0
798,275015,0.111,0.0858918,0.100116,0
799,6.48E+06,0.111,0.0936418,0.101301,0
800,6.62E+06,0.111,0.0934981,0.101312,0
801,176181,0.111,0.100575,0.092778,0
802,661306,0.111,0.101035,0.0960167,0
803,93179.3,0.111,0.102278,0.108931,0
804,123970,0.111,0.101804,0.108026,0
805,95888.3,0.111,0.101932,0.108876,0
806,124023,0.111,0.101565,0.108043,0
807,769614,0.111,0.102744,0.0962488,0
808,996438,0.111,0.0936603,0.0965442,0
809,901787,0.111,0.0936506,0.0964409,0
810,1.01E+06,0.111,0.0935509,0.0965536,0
811,457167,0.111,0.111858,0.103091,0
812,1.02E+06,0.111,0.0908152,0.10317,0
813,979142,0.111,0.0907519,0.103229,0
814,991892,0.111,0.0908272,0.103225,0
815,145920,0.111,0.0989835,0.0921484,0
816,121223,0.111,0.099039,0.0916449,0
817,155430,0.111,0.0985629,0.0923919,0
818,138071,0.111,0.098324,0.0920725,0
819,2.00E+06,0.111,0.0918741,0.102544,0
820,2.21E+06,0.111,0.0916667,0.102457,0
821,1.82E+06,0.111,0.0918453,0.102625,0
822,1.33E+07,0.111,0.0915049,0.101029,0
823,5.35E+07,0.111,0.09,0.100669,0
824,208883,0.111,0.101568,0.106448,0
825,216594,0.111,0.101356,0.106364,0
826,4.93E+06,0.111,0.0928477,0.0983949,0
827,8.69E+06,0.111,0.104694,0.101036,0
828,1.02E+07,0.111,0.104744,0.10097,0
829,9.97E+06,0.111,0.104668,0.100965,0
830,131556,0.111,0.0935626,0.107566,0
831,159633,0.111,0.0927802,0.106927,0
832,736856,0.111,0.103029,0.0961803,0
833,1.64E+06,0.111,0.101693,0.102565,0
834,5.30E+06,0.111,0.103899,0.101391,0
835,619441,0.111,0.111203,0.0968531,0
836,1.42E+06,0.111,0.110333,0.0972856,0
837,895992,0.111,0.110378,0.0968007,0
838,6.86E+06,0.111,0.0922168,0.0985857,0
839,4.06E+06,0.111,0.0925015,0.0981386,0
840,5.17E+06,0.111,0.0921317,0.0983409,0
841,993852,0.111,0.09104,0.103234,0
842,760987,0.111,0.0915567,0.103798,0
843,908429,0.111,0.0916068,0.103428,0
844,1.10E+07,0.111,0.108903,0.101212,0
845,1.52E+07,0.111,0.109062,0.101092,0
846,1.85E+07,0.111,0.10875,0.1008,0
847,1.10E+07,0.111,0.105517,0.0989967,0
848,1.06E+07,0.111,0.105619,0.0989609,0
849,6.98E+06,0.111,0.105503,0.0987024,0
850,212717,0.111,0.111849,0.104734,0
851,212001,0.111,0.111762,0.105427,0
852,234221,0.111,0.112693,0.105328,0
853,2.09E+07,0.111,0.0915,0.0992,0
854,320300,0.111,0.114711,0.101955,0
855,318583,0.111,0.114363,0.102883,0
856,137998,0.111,0.101569,0.107678,0
857,1.05E+06,0.111,0.102201,0.0967853,0
858,1.43E+06,0.111,0.10257,0.0972133,0
859,7.74E+06,0.111,0.0962082,0.101125,0
860,7.28E+06,0.111,0.0963656,0.101158,0
861,756641,0.111,0.0996841,0.0962469,0
862,752782,0.111,0.100299,0.0962042,0
863,267598,0.111,0.101478,0.105921,0
864,317528,0.111,0.102225,0.105441,0
865,332980,0.111,0.10231,0.105298,0
866,337551,0.111,0.101362,0.105294,0
867,914164,0.111,0.0935664,0.0964501,0
868,4.43E+07,0.111,0.10975,0.1008,0
869,2.27E+07,0.111,0.110062,0.101012,0
870,2.55E+07,0.111,0.110159,0.100699,0
871,916468,0.111,0.108725,0.0965124,0
872,1.09E+06,0.111,0.105169,0.103181,0
873,699711,0.111,0.0959142,0.103794,0
874,591071,0.111,0.0960251,0.104165,0
875,1.02E+06,0.111,0.10283,0.103212,0
876,1.03E+06,0.111,0.102712,0.10319,0
877,977699,0.111,0.10273,0.103296,0
878,160460,0.111,0.102966,0.090197,0
879,9.43E+06,0.111,0.101816,0.0989844,0
880,387795,0.111,0.0914242,0.10485,0
881,459540,0.111,0.0913365,0.104472,0
882,406448,0.111,0.0911727,0.104686,0
883,8.76E+06,0.111,0.100078,0.0989893,0
884,1.31E+07,0.111,0.1,0.0992,0
885,5.50E+06,0.111,0.0917616,0.101623,0
886,3.16E+06,0.111,0.0913969,0.102112,0
887,3.38E+06,0.111,0.0918235,0.102063,0
888,1.31E+07,0.111,0.10125,0.0992,0
889,197642,0.111,0.091338,0.108164,0
890,116025,0.111,0.107021,0.0919246,0
891,141514,0.111,0.101981,0.090088,0
892,7.50E+06,0.111,0.110443,0.0997362,0
893,1.22E+07,0.111,0.09775,0.0992,0
894,1.61E+06,0.111,0.105378,0.0972962,0
895,2.67E+06,0.111,0.105257,0.0979064,0
896,2.86E+06,0.111,0.105427,0.0980037,0
897,1.67E+06,0.111,0.10553,0.0973164,0
898,8.36E+06,0.111,0.094889,0.101124,0
899,1.31E+07,0.111,0.09475,0.1008,0
900,8.33E+06,0.111,0.0947759,0.101123,0
901,1.95E+06,0.111,0.100291,0.0976431,0
902,2.54E+06,0.111,0.100459,0.0978889,0
903,1.74E+06,0.111,0.10059,0.0975024,0
904,183002,0.111,0.0913851,0.106264,0
905,169567,0.111,0.1,0.09,0
906,497575,0.111,0.110331,0.096006,0
907,546211,0.111,0.110187,0.0961642,0
908,311525,0.111,0.103208,0.0943879,0
909,304034,0.111,0.10319,0.0943333,0
910,314791,0.111,0.103114,0.0944064,0
911,607518,0.111,0.0874632,0.0986029,0
912,592429,0.111,0.0873767,0.0986392,0
913,610310,0.111,0.0874412,0.0986762,0
914,1.39E+06,0.111,0.0950808,0.0971247,0
915,1.83E+06,0.111,0.103337,0.102494,0
916,2.24E+06,0.111,0.103207,0.102198,0
917,2.17E+06,0.111,0.10314,0.10223,0
918,140899,0.111,0.098019,0.109912,0
919,4.08E+07,0.111,0.11,0.0992,0
920,1.41E+07,0.111,0.0914488,0.101028,0
921,2.09E+07,0.111,0.09125,0.1008,0
922,738097,0.111,0.112561,0.100867,0
923,495484,0.111,0.10669,0.104521,0
924,1.01E+07,0.111,0.103069,0.101008,0
925,1.13E+06,0.111,0.107707,0.10322,0
926,1.17E+06,0.111,0.107647,0.103175,0
927,1.06E+06,0.111,0.107569,0.103316,0
928,2.84E+06,0.111,0.0973251,0.101937,0
929,1.70E+06,0.111,0.0971613,0.10252,0
930,2.85E+06,0.111,0.0973667,0.101925,0
931,1.86E+06,0.111,0.0973355,0.102419,0
932,883296,0.111,0.0989887,0.10348,0
933,1.11E+06,0.111,0.0990375,0.10302,0
934,677986,0.111,0.11,0.1,0
935,4.05E+06,0.111,0.107184,0.1018,0
936,1.70E+06,0.111,0.0941542,0.10264,0
937,1.22E+06,0.111,0.094091,0.102992,0
938,1.83E+06,0.111,0.094622,0.102552,0
939,933523,0.111,0.0916874,0.103383,0
940,1.05E+06,0.111,0.0917685,0.103275,0
941,991593,0.111,0.0916392,0.103323,0
942,1.33E+07,0.111,0.098,0.0992,0
943,3.04E+06,0.111,0.100425,0.101884,0
944,2.78E+06,0.111,0.100181,0.101992,0
945,3.65E+06,0.111,0.0968169,0.0982505,0
946,3.54E+06,0.111,0.0968144,0.0982104,0
947,592349,0.111,0.101418,0.104182,0
948,1.40E+06,0.111,0.105964,0.102851,0
949,1.54E+06,0.111,0.106345,0.102769,0
950,2.10E+06,0.111,0.105982,0.102373,0
951,151637,0.111,0.110422,0.10638,0
952,1.04E+07,0.111,0.0988086,0.100951,0
953,5.72E+06,0.111,0.10681,0.101469,0
954,224321,0.111,0.106982,0.0937487,0
955,1.28E+06,0.111,0.100299,0.102841,0
956,1.05E+06,0.111,0.107748,0.103334,0
957,664801,0.111,0.108933,0.103879,0
958,2.28E+06,0.111,0.0976179,0.102142,0
959,151417,0.111,0.093177,0.108906,0
960,1.47E+07,0.111,0.108149,0.100998,0
961,1.51E+07,0.111,0.10819,0.100989,0
962,1.17E+06,0.111,0.103184,0.0969671,0
963,130751,0.111,0.0989187,0.107832,0
964,130691,0.111,0.0989194,0.107833,0
965,130747,0.111,0.0989202,0.107832,0
966,385101,0.111,0.0994864,0.0949126,0
967,384668,0.111,0.0995274,0.0949071,0
968,1.25E+07,0.111,0.102,0.1008,0
969,4.18E+06,0.111,0.110256,0.09988,0
970,7.29E+06,0.111,0.110482,0.099925,0
971,7.85E+06,0.111,0.10472,0.101138,0
972,8.68E+06,0.111,0.104753,0.101032,0
973,109704,0.111,0.104696,0.0914017,0
974,1.33E+07,0.111,0.1025,0.1008,0
975,1.75E+06,0.111,0.109394,0.0973341,0
976,696124,0.111,0.0987357,0.103823,0
977,618840,0.111,0.0989756,0.104056,0
978,906994,0.111,0.0952633,0.103444,0
979,716658,0.111,0.0955272,0.103782,0
980,527715,0.111,0.0902539,0.0958788,0
981,494008,0.111,0.0872523,0.101734,0
982,502497,0.111,0.0873404,0.101857,0
983,559474,0.111,0.0874661,0.101759,0
984,224840,0.111,0.113338,0.095425,0
985,240438,0.111,0.112773,0.0963382,0
986,236978,0.111,0.1132,0.0968459,0
987,188193,0.111,0.090455,0.092286,0
988,1.64E+06,0.111,0.107797,0.0972025,0
989,1.59E+06,0.111,0.107792,0.0971841,0
990,1.60E+06,0.111,0.107786,0.0971902,0
991,603408,0.111,0.101015,0.104131,0
992,698497,0.111,0.0875405,0.0986648,0
993,692100,0.111,0.0875085,0.0987677,0
994,193185,0.111,0.093387,0.106494,0
995,271176,0.111,0.086662,0.104575,0
996,271550,0.111,0.0861,0.103759,0
997,1.45E+07,0.111,0.09275,0.1008,0
998,383541,0.111,0.0992837,0.0949082,0
999,1.45E+07,0.111,0.0896949,0.0993378,0
1000,351581,0.111,0.106568,0.0947677,0
1001,472101,0.111,0.106919,0.104597,0
1002,159132,0.111,0.0921397,0.0922794,0
1003,143345,0.111,0.0921742,0.0925772,0
1004,123964,0.111,0.108665,0.107336,0
1005,8.38E+06,0.111,0.104541,0.10107,0
1006,2.89E+06,0.111,0.101738,0.0980543,0
1007,3.14E+06,0.111,0.1081,0.0978983,0
1008,1.95E+06,0.111,0.108446,0.0973811,0
1009,717409,0.111,0.112044,0.102087,0
1010,717904,0.111,0.112059,0.102068,0
1011,771754,0.111,0.112032,0.10198,0
1012,7.13E+06,0.111,0.102565,0.0988021,0
1013,7.83E+06,0.111,0.102828,0.0988665,0
1014,5.21E+06,0.111,0.102652,0.0986137,0
1015,1.00E+06,0.111,0.10022,0.0967592,0
1016,1.29E+07,0.111,0.09425,0.1008,0
1017,6.71E+06,0.111,0.0933605,0.0986284,0
1018,5.95E+06,0.111,0.0935529,0.0985339,0
1019,4.32E+07,0.111,0.109879,0.0991153,0
1020,3.31E+07,0.111,0.109967,0.0990052,0
1021,2.38E+07,0.111,0.109728,0.0989474,0
1022,9.45E+06,0.111,0.107955,0.0987819,0
1023,6.75E+06,0.111,0.107605,0.0985861,0
1024,1.16E+07,0.111,0.107761,0.0989544,0
1025,1.53E+06,0.111,0.105509,0.0972322,0
1026,1.70E+06,0.111,0.101572,0.102499,0
1027,9.24E+06,0.111,0.0935349,0.0988493,0
1028,382333,0.111,0.0863985,0.0996842,0
1029,7.79E+06,0.111,0.0929325,0.10133,0
1030,5.85E+06,0.111,0.0928154,0.101522,0
1031,1.68E+07,0.111,0.10725,0.1008,0
1032,145577,0.111,0.103,0.0921338,0
1033,137415,0.111,0.102909,0.0919156,0
1034,141549,0.111,0.102795,0.0920357,0
1035,1.65E+07,0.111,0.108884,0.0990106,0
1036,1.34E+07,0.111,0.108771,0.0989345,0
1037,2.06E+07,0.111,0.10875,0.0992,0
1038,454746,0.111,0.102889,0.0952047,0
1039,458612,0.111,0.102981,0.0952268,0
1040,4.28E+06,0.111,0.0920685,0.101816,0
1041,3.31E+06,0.111,0.0995824,0.101789,0
1042,4.02E+06,0.111,0.0991123,0.101585,0
1043,2.67E+06,0.111,0.0993438,0.102002,0
1044,584115,0.111,0.0973712,0.0957344,0
1045,619397,0.111,0.0973626,0.0958603,0
1046,582426,0.111,0.0977486,0.0957143,0
1047,2.00E+06,0.111,0.0917498,0.0974496,0
1048,233575,0.111,0.102594,0.0936291,0
1049,8.57E+06,0.111,0.0998303,0.098964,0
1050,652612,0.111,0.0875103,0.10147,0
1051,435368,0.111,0.0868076,0.100918,0
1052,5.16E+06,0.111,0.0962386,0.0985559,0
1053,7.27E+06,0.111,0.0962838,0.0987682,0
1054,5.60E+06,0.111,0.0964023,0.0986142,0
1055,2.18E+07,0.111,0.109,0.1008,0
1056,1.54E+07,0.111,0.108191,0.100976,0
1057,4.75E+06,0.111,0.108512,0.0982125,0
1058,4.79E+06,0.111,0.108555,0.0982163,0
1059,2.82E+06,0.111,0.0890305,0.0984615,0
1060,2.57E+06,0.111,0.0956682,0.0978614,0
1061,5.06E+06,0.111,0.108594,0.0982529,0
1062,487970,0.111,0.108334,0.0955552,0
1063,486239,0.111,0.108341,0.0955502,0
1064,533813,0.111,0.107466,0.0955703,0
1065,9.46E+06,0.111,0.0959919,0.101023,0
1066,6.57E+06,0.111,0.0957777,0.101299,0
1067,327840,0.111,0.112256,0.0964199,0
1068,242686,0.111,0.112345,0.0958353,0
1069,1.87E+06,0.111,0.104885,0.102475,0
1070,1.66E+06,0.111,0.104779,0.10265,0
1071,1.76E+06,0.111,0.104925,0.102557,0
1072,243843,0.111,0.114186,0.0997325,0
1073,955650,0.111,0.0975421,0.103341,0
1074,1.15E+06,0.111,0.0885622,0.101976,0
1075,188926,0.111,0.100373,0.093,0
1076,193975,0.111,0.100566,0.0930607,0
1077,1.24E+07,0.111,0.10739,0.0990052,0
1078,1.69E+07,0.111,0.1075,0.0992,0
1079,1.13E+07,0.111,0.107456,0.0989492,0
1080,370889,0.111,0.112925,0.102312,0
1081,684322,0.111,0.11212,0.102135,0
1082,312647,0.111,0.112859,0.102857,0
1083,1.29E+07,0.111,0.10225,0.0992,0
1084,116294,0.111,0.107024,0.0919218,0
1085,157281,0.111,0.107818,0.0924634,0
1086,132058,0.111,0.101733,0.091866,0
1087,630025,0.111,0.10437,0.0958714,0
1088,169611,0.111,0.0897511,0.106558,0
1089,1.21E+07,0.111,0.0975,0.0992,0
1090,3.50E+06,0.111,0.0949717,0.0981677,0
1091,5.35E+06,0.111,0.0950742,0.0985634,0
1092,3.52E+06,0.111,0.0950727,0.0981777,0
1093,4.93E+06,0.111,0.0953511,0.0984916,0
1094,487869,0.111,0.106752,0.104543,0
1095,527158,0.111,0.107437,0.104297,0
1096,4.82E+06,0.111,0.108835,0.101794,0
1097,8.41E+06,0.111,0.108651,0.101376,0
1098,7.96E+06,0.111,0.108863,0.101473,0
1099,245931,0.111,0.099565,0.106047,0
1100,196939,0.111,0.0994683,0.106569,0
1101,2.22E+06,0.111,0.0942446,0.102261,0
1102,1.93E+06,0.111,0.0946673,0.102476,0
1103,1.66E+07,0.111,0.10775,0.0992,0
1104,2.21E+07,0.111,0.09125,0.0992,0
1105,1.61E+07,0.111,0.0914304,0.0989917,0
1106,1.31E+07,0.111,0.0911039,0.0989003,0
1107,1.45E+06,0.111,0.0995326,0.102678,0
1108,1.36E+06,0.111,0.0996087,0.102746,0
1109,1.61E+06,0.111,0.0996713,0.10258,0
1110,181534,0.111,0.0953826,0.106809,0
1111,193768,0.111,0.0955112,0.106631,0
1112,188232,0.111,0.0951644,0.106694,0
1113,186732,0.111,0.0891559,0.0942786,0
1114,192877,0.111,0.0891185,0.094094,0
1115,194819,0.111,0.0889853,0.094196,0
1116,180103,0.111,0.0896709,0.10602,0
1117,299509,0.111,0.085637,0.102883,0
1118,249110,0.111,0.0860797,0.101968,0
1119,328696,0.111,0.085289,0.101955,0
1120,342809,0.111,0.108359,0.105043,0
1121,302445,0.111,0.109194,0.105146,0
1122,2.68E+06,0.111,0.108799,0.102279,0
1123,1.76E+06,0.111,0.109123,0.102692,0
1124,2.60E+06,0.111,0.108993,0.102296,0
1125,1.11E+07,0.111,0.0967206,0.0990164,0
1126,9.17E+06,0.111,0.0963715,0.0989646,0
1127,3.90E+06,0.111,0.0976525,0.0982871,0
1128,440927,0.111,0.101796,0.0951881,0
1129,2.03E+06,0.111,0.111633,0.0998883,0
1130,811231,0.111,0.0878456,0.101803,0
1131,1.19E+06,0.111,0.0884566,0.101747,0
1132,1.80E+07,0.111,0.0901065,0.0988434,0
1133,3.71E+07,0.111,0.0900699,0.0989844,0
1134,2.32E+07,0.111,0.09025,0.0989804,0
1135,156894,0.111,0.0951919,0.107234,0
1136,201866,0.111,0.0941895,0.0933853,0
1137,185892,0.111,0.0950767,0.0931403,0
